pl_name,hostname,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,sy_dist,sy_disterr1,sy_disterr2
Kepler-84 d,Kepler-84,Transit,2014,0,4.224537,0.000042,-0.000042,0,1.38,0.27,-0.27,0,1023.9,,
Kepler-84 e,Kepler-84,Transit,2014,0,27.434389,0.000224,-0.000224,0,2.6,0.49,-0.49,0,1023.9,,
Kepler-84 f,Kepler-84,Transit,2014,0,44.552169,0.000812,-0.000812,0,2.2,0.43,-0.43,0,1023.9,,
Kepler-841 b,Kepler-841,Transit,2016,0,124.4198398,0.000331,-0.000331,0,5.23,0.41,-0.36,0,998.961,37.779,-35.167
Kepler-842 b,Kepler-842,Transit,2016,0,1.21956827,0.000001099,-0.000001099,0,1.6,0.08,-0.09,0,532.726,8.378,-8.127
Kepler-843 b,Kepler-843,Transit,2016,0,2.053879821,0.000002904,-0.000002904,0,2.59,0.61,-0.25,0,1165.66,48.64,-44.95
Kepler-844 b,Kepler-844,Transit,2016,0,2.613020856,0.000006243,-0.000006243,0,1.68,0.07,-0.24,0,431.776,9.0135,-9.0135
Kepler-845 b,Kepler-845,Transit,2016,0,0.927859821,0.000000549,-0.000000549,0,2.04,0.09,-0.29,0,431.051,3.275,-3.275
Kepler-846 b,Kepler-846,Transit,2016,0,19.80792185,0.00008966,-0.00008966,0,2.48,0.32,-0.18,0,1127.12,39.47,-36.93
Kepler-847 b,Kepler-847,Transit,2016,0,2.343231895,0.000007572,-0.000007572,0,1.18,0.09,-0.05,0,513.103,5.339,-5.232
Kepler-848 b,Kepler-848,Transit,2016,0,6.91134416,0.00002461,-0.00002461,0,1.7,0.31,-0.25,0,1378.47,29.265,-29.265
Kepler-849 b,Kepler-849,Transit,2016,0,394.62508,0.00081,-0.00079,0,8.08167508,0.30264248,-0.32506044,0,822.134,16.333,-15.719
Kepler-85 b,Kepler-85,Transit,2012,0,8.3,,,0,1.778,0.05,-0.05,0,765.025,13.683,-13.219
Kepler-85 c,Kepler-85,Transit,2012,0,12.51,,,0,1.978,0.056,-0.057,0,765.025,13.683,-13.219
Kepler-85 d,Kepler-85,Transit,2014,0,17.91323,0.000266,-0.000266,0,1.2,0.19,-0.19,0,765.025,13.683,-13.219
Kepler-85 e,Kepler-85,Transit,2014,0,25.216751,0.000718,-0.000718,0,1.27,0.2,-0.2,0,765.025,13.683,-13.219
Kepler-850 b,Kepler-850,Transit,2016,0,7.19303878,0.00003818,-0.00003818,0,1.78,0.47,-0.21,0,1661.28,93.1,-83.89
Kepler-851 b,Kepler-851,Transit,2016,0,8.50699658,0.00003708,-0.00003708,0,1.68,0.27,-0.21,0,839.255,17.655,-16.954
Kepler-852 b,Kepler-852,Transit,2016,0,44.9309804,0.00024,-0.00024,0,2.54,0.45,-0.17,0,1619.03,50.61,-50.61
Kepler-853 b,Kepler-853,Transit,2016,0,7.16892463,0.00002302,-0.00002302,0,1.69,0.48,-0.28,0,568.676,7.076,-6.907
Kepler-855 b,Kepler-855,Transit,2016,0,7.886631104,0.000002465,-0.000002465,0,8.35,1.7,-0.81,0,1506.58,58.72,-54.54
Kepler-856 b,Kepler-856,Transit,2016,0,8.027680595,0.000002013,-0.000002013,0,9.3,1.25,-0.6,0,1351.17,56.46,-52.19
Kepler-857 b,Kepler-857,Transit,2016,0,85.35129427,0.00009562,-0.00009562,0,6.8,1.7,-0.68,0,983.502,23.988,-22.889
Kepler-858 b,Kepler-858,Transit,2016,0,76.13602028,0.00005533,-0.00005533,0,4.87,0.23,-0.2,0,298.532,1.972,-1.947
Kepler-859 b,Kepler-859,Transit,2016,0,20.38177573,0.00005321,-0.00005321,0,3.09,0.18,-0.15,0,839.903,28.333,-26.573
Kepler-860 b,Kepler-860,Transit,2016,0,5.101379454,0.000008945,-0.000008945,0,3.24,0.81,-0.33,0,1056.36,26.955,-26.955
Kepler-861 b,Kepler-861,Transit,2016,0,3.949631375,0.00000549,-0.00000549,0,2.28,0.12,-0.13,0,850.327,22.9325,-22.9325
Kepler-862 b,Kepler-862,Transit,2016,0,3.148664534,0.000007031,-0.000007031,0,2.21,0.44,-0.17,0,1039.03,54.77,-49.624
Kepler-863 b,Kepler-863,Transit,2016,0,15.59461874,0.00004285,-0.00004285,0,2.9,0.68,-0.32,0,1499.66,81.5,-73.64
Kepler-864 b,Kepler-864,Transit,2016,0,5.83376092,0.00001891,-0.00001891,0,2.4,0.63,-0.22,0,2022.9,153.4,-133.65
Kepler-864 c,Kepler-864,Transit,2023,0,2.42150341,0.00001597,-0.00001597,0,1.62,0.47,-0.19,0,2022.9,153.4,-133.65
Kepler-865 b,Kepler-865,Transit,2016,0,14.16399294,0.00002463,-0.00002463,0,2.49,0.49,-0.24,0,586.137,7.904,-7.7
Kepler-865 c,Kepler-865,Transit,2023,0,6.20920207,0.0000479,-0.0000479,0,0.89,0.19,-0.13,0,586.137,7.904,-7.7
Kepler-866 b,Kepler-866,Transit,2016,0,2.617032536,0.000007305,-0.000007305,0,1.63,0.08,-0.12,0,646.667,16.109,-15.358
Kepler-867 b,Kepler-867,Transit,2016,0,150.242127,0.0006047,-0.0006047,0,4.64,0.41,-0.3,0,1195.54,113.13,-113.13
Kepler-868 b,Kepler-868,Transit,2016,0,5.03251791,0.00002082,-0.00002082,0,2.05,0.2,-0.17,0,1593.13,104.09,-92.3
Kepler-869 b,Kepler-869,Transit,2016,0,40.4287755,0.0001799,-0.0001799,0,3.61,0.83,-0.62,0,939.455,19.29,-18.543
Kepler-87 b,Kepler-87,Transit,2013,0,114.73635,0.00015,-0.00015,0,13.49,0.55,-0.55,0,1232.9,27.02,-27.02
Kepler-87 c,Kepler-87,Transit,2013,0,191.2318,0.0015,-0.0015,0,6.14,0.29,-0.29,0,1232.9,27.02,-27.02
Kepler-870 b,Kepler-870,Transit,2016,0,21.3587621,0.0001184,-0.0001184,0,2.78,0.51,-0.29,0,1259.46,42.865,-42.865
Kepler-871 b,Kepler-871,Transit,2016,0,22.0459018,0.0001072,-0.0001072,0,3.74,1.08,-0.55,0,1976.05,146.09,-127.6
Kepler-872 b,Kepler-872,Transit,2016,0,2.578855068,0.000005168,-0.000005168,0,1.99,0.5,-0.23,0,879.683,23.817,-22.614
Kepler-873 b,Kepler-873,Transit,2016,0,20.5533844,0.00007327,-0.00007327,0,3.75,1.64,-0.55,0,1182.22,33.82,-32.02
Kepler-874 b,Kepler-874,Transit,2016,0,40.0686727,0.0001013,-0.0001013,0,3.94,1.07,-0.59,0,1082.16,25.93,-24.77
Kepler-875 b,Kepler-875,Transit,2016,0,27.5073799,0.0001536,-0.0001536,0,2.9,1.02,-0.45,0,1242.62,54.59,-50.25
Kepler-876 b,Kepler-876,Transit,2016,0,5.14438011,0.00002466,-0.00002466,0,1.43,0.1,-0.09,0,820.913,21.781,-20.702
Kepler-877 b,Kepler-877,Transit,2016,0,18.45847097,0.00004779,-0.00004779,0,2.12,0.14,-0.27,0,602.176,,
Kepler-878 b,Kepler-878,Transit,2016,0,25.9422033,0.0001029,-0.0001029,0,1.93,0.12,-0.1,0,791.625,37.228,-34.082
Kepler-879 b,Kepler-879,Transit,2016,0,33.3855938,0.000142,-0.000142,0,2.57,0.66,-0.28,0,802.672,10.942,-10.656
Kepler-879 c,Kepler-879,Transit,2024,0,0.646716,0.000003,-0.000003,0,0.4,0.1,-0.1,0,802.672,10.942,-10.656
Kepler-88 d,KOI-142,Radial Velocity,2020,0,1403,14,-14,0,13.1,,,0,376.863,2.01,-1.991
Kepler-880 b,Kepler-880,Transit,2016,0,7.71468975,0.00001918,-0.00001918,0,2.66,1.05,-0.44,0,601.324,8.299,-8.079001
Kepler-880 c,Kepler-880,Transit,2023,0,11.8061737,0.0001518,-0.0001518,0,2.87,0.58,-0.94,0,601.324,8.299,-8.079001
Kepler-881 b,Kepler-881,Transit,2016,0,4.44448017,0.0000253,-0.0000253,0,1.78,0.43,-0.32,0,1375.18,50.26,-50.26
Kepler-882 b,Kepler-882,Transit,2016,0,3.989539666,0.000009758,-0.000009758,0,1.23,0.15,-0.09,0,504.605,4.15,-4.084
Kepler-883 b,Kepler-883,Transit,2016,0,12.98495573,0.00003436,-0.00003436,0,1.78,0.17,-0.13,0,627.455,7.096,-6.941
Kepler-884 b,Kepler-884,Transit,2016,0,5.69919514,0.00001359,-0.00001359,0,1.23,0.05,-0.05,0,476.733,,
Kepler-885 b,Kepler-885,Transit,2016,0,18.11472949,0.00005308,-0.00005308,0,2.5,0.4,-0.39,0,651.318,8.863,-8.632
Kepler-886 b,Kepler-886,Transit,2016,0,6.24146367,0.00002154,-0.00002154,0,1.52,0.42,-0.19,0,711.297,7.1515,-7.1515
Kepler-887 b,Kepler-887,Transit,2016,0,20.42228798,0.00009225,-0.00009225,0,1.84,0.27,-0.17,0,886.588,12.515,-12.177
Kepler-887 c,Kepler-887,Transit,2016,0,7.63846023,0.00004957,-0.00004957,0,1.13,0.17,-0.11,0,886.588,12.515,-12.177
Kepler-888 b,Kepler-888,Transit,2016,0,70.6979061,0.0003086,-0.0003086,0,1.76,0.08,-0.06,0,420.817,3.221,-3.172
Kepler-889 b,Kepler-889,Transit,2016,0,3.744439,0.00001366,-0.00001366,0,1.09,0.19,-0.13,0,598.313,7.675,-7.486
Kepler-890 b,Kepler-890,Transit,2016,0,52.75875577,0.00003345,-0.00003345,0,8.89,2.86,-1.06,0,1712.12,69,-63.94
Kepler-891 b,Kepler-891,Transit,2016,0,53.44945593,0.00006578,-0.00006578,0,6.41,1.46,-0.6,0,2340.58,184.73,-160.07
Kepler-892 b,Kepler-892,Transit,2016,0,13.7521072,0.00003106,-0.00003106,0,2.81,0.37,-0.27,0,570.727,11.432,-10.999
Kepler-893 b,Kepler-893,Transit,2016,0,6.33855761,0.00001361,-0.00001361,0,3.03,0.52,-0.37,0,1285.59,34.95,-33.18
Kepler-894 b,Kepler-894,Transit,2016,0,9.803224,0.00003027,-0.00003027,0,2.78,0.3,-0.34,0,1162.91,37.655,-37.655
Kepler-895 b,Kepler-895,Transit,2016,0,2.806242328,0.000008172,-0.000008172,0,1.54,0.09,-0.07,0,540.134,10.548,-10.159
Kepler-896 b,Kepler-896,Transit,2016,0,144.547396,0.002274,-0.002274,0,2.53,0.18,-0.19,0,2334.93,179.875,-179.875
Kepler-896 c,Kepler-896,Transit,2023,0,29.5422566,0.0002958,-0.0002958,0,3.15,0.73,-0.25,0,2334.93,179.875,-179.875
Kepler-897 b,Kepler-897,Transit,2016,0,8.0472642,0.00002943,-0.00002943,0,2.39,0.66,-0.25,0,1519.25,53.89,-50.38
Kepler-898 b,Kepler-898,Transit,2016,0,5.8706191,0.0000207,-0.0000207,0,1.49,0.3,-0.09,0,484.891,7.996,-7.996
Kepler-899 b,Kepler-899,Transit,2016,0,19.17891293,0.00008075,-0.00008075,0,2.68,0.46,-0.26,0,1246.43,40.92,-38.43
Kepler-9 b,Kepler-9,Transit,2010,0,19.23891,0.00006,-0.00006,0,8.29,0.54,-0.43,0,628.257,6.7435,-6.7435
Kepler-9 c,Kepler-9,Transit,2010,0,38.9853,0.0003,-0.0003,0,8.08,0.54,-0.41,0,628.257,6.7435,-6.7435
Kepler-9 d,Kepler-9,Transit,2010,0,1.592851,0.000045,-0.000045,0,1.64,0.19,-0.14,0,628.257,6.7435,-6.7435
Kepler-90 i,KOI-351,Transit,2017,0,14.44912,0.0002,-0.0002,0,1.32,0.21,-0.21,0,848.254,10.8185,-10.8185
Kepler-900 b,Kepler-900,Transit,2016,0,6.9913086,0.00001434,-0.00001434,0,2.08,0.12,-0.34,0,487.525,5.153,-5.048
Kepler-901 b,Kepler-901,Transit,2016,0,3.517494394,0.000003521,-0.000003521,0,1.37,0.07,-0.06,0,253.867,1.51,-1.492
Kepler-902 b,Kepler-902,Transit,2016,0,40.1099547,0.0001551,-0.0001551,0,2.54,0.33,-0.18,0,1165.34,48.64,-44.97
Kepler-903 b,Kepler-903,Transit,2016,0,10.3507721,0.00005128,-0.00005128,0,2.01,0.35,-0.36,0,1369.24,38,-36.04
Kepler-903 c,Kepler-903,Transit,2016,0,62.9228557,0.0007353,-0.0007353,0,2.53,0.4,-0.45,0,1369.24,38,-36.04
Kepler-904 b,Kepler-904,Transit,2016,0,3.021668632,0.000008925,-0.000008925,0,1.77,0.59,-0.24,0,978.125,18.824,-18.139
Kepler-905 b,Kepler-905,Transit,2016,0,5.082746517,0.000008374,-0.000008374,0,1.41,0.05,-0.05,0,529.268,4.0285,-4.0285
Kepler-906 b,Kepler-906,Transit,2016,0,41.6979976,0.0001595,-0.0001595,0,2.11,0.1,-0.1,0,757.791,9.79,-9.79
Kepler-907 b,Kepler-907,Transit,2016,0,15.86621821,0.00006487,-0.00006487,0,1.2,0.06,-0.05,0,352,15.668,-14.129
Kepler-908 b,Kepler-908,Transit,2016,0,1.340597468,0.000001947,-0.000001947,0,1.22,0.1,-0.08,0,290.843,1.92,-1.896
Kepler-909 b,Kepler-909,Transit,2016,0,13.93290318,0.00004462,-0.00004462,0,1.47,0.16,-0.11,0,309.596,2.104,-2.077
Kepler-91 b,Kepler-91,Transit,2013,0,6.24658,0.00008,-0.00008,0,15.322703,0.773421,-0.67254,0,1294.69,40.735,-40.735
Kepler-910 b,Kepler-910,Transit,2016,0,2.364369015,0.000008829,-0.000008829,0,0.82,0.04,-0.03,0,400.289,4.954,-4.836
Kepler-911 b,Kepler-911,Transit,2016,0,20.310501,0.00005659,-0.00005659,0,2.6,0.1,-0.1,0,556.168,8.13,-7.903
Kepler-912 b,Kepler-912,Transit,2016,0,2.534756273,0.000007975,-0.000007975,0,2.8,0.84,-0.51,0,2004.72,113.67,-102.28
Kepler-913 b,Kepler-913,Transit,2016,0,10.29672521,0.00003426,-0.00003426,0,2.06,0.08,-0.06,0,991.618,34.082,-31.926
Kepler-913 c,Kepler-913,Transit,2021,0,5.939119816,,,0,3.8580709,,,0,991.618,34.082,-31.926
Kepler-914 b,Kepler-914,Transit,2016,0,4.40966548,0.00001193,-0.00001193,0,1.38,0.17,-0.12,0,753.723,8.966,-8.966
Kepler-915 b,Kepler-915,Transit,2016,0,4.59489604,0.00001413,-0.00001413,0,1.5,0.33,-0.19,0,849.036,9.92,-9.698
Kepler-916 b,Kepler-916,Transit,2016,0,32.2968798,0.0002489,-0.0002489,0,1.76,0.14,-0.13,0,830.712,16.603,-15.975
Kepler-917 b,Kepler-917,Transit,2016,0,2.970414375,0.000009135,-0.000009135,0,1.91,0.24,-0.17,0,3460.51,1507.57,-865.6
Kepler-918 b,Kepler-918,Transit,2016,0,4.85386933,0.00003676,-0.00003676,0,1.74,0.4,-0.21,0,1025.03,32.41,-30.523
Kepler-919 b,Kepler-919,Transit,2016,0,11.04603384,0.000066,-0.000066,0,2.25,0.87,-0.29,0,1119.87,38.43,-36
Kepler-92 b,Kepler-92,Transit,2013,0,13.749,,,0,3.51,0.1,-0.1,0,477.992,5.43,-5.312
Kepler-92 c,Kepler-92,Transit,2013,0,26.723,,,0,2.6,0.08,-0.08,0,477.992,5.43,-5.312
Kepler-92 d,Kepler-92,Transit,2015,0,49.3568,0.0024,-0.0024,0,2.067,0.056,-0.056,0,477.992,5.43,-5.312
Kepler-920 b,Kepler-920,Transit,2016,0,6.53192704,0.00002296,-0.00002296,0,2.42,0.22,-0.16,0,1001.68,26.32,-25.037
Kepler-920 c,Kepler-920,Transit,2016,0,100.8274113,0.0007063,-0.0007063,0,3.8,0.58,-0.28,0,1001.68,26.32,-25.037
Kepler-921 b,Kepler-921,Transit,2016,0,51.300634,0.0006728,-0.0006728,0,2.87,0.33,-0.73,0,934.49,17.7865,-17.7865
Kepler-922 b,Kepler-922,Transit,2016,0,0.938466832,0.000000954,-0.000000954,0,1.42,0.18,-0.11,0,536.323,3.8575,-3.8575
Kepler-923 b,Kepler-923,Transit,2016,0,6.93366476,0.00003537,-0.00003537,0,1.38,0.29,-0.19,0,1000.28,20.3,-19.529
Kepler-924 b,Kepler-924,Transit,2016,0,61.0370117,0.0003366,-0.0003366,0,3.07,1.11,-0.61,0,1053.04,22.09,-21.21
Kepler-925 b,Kepler-925,Transit,2016,0,33.8678531,0.0001704,-0.0001704,0,2.34,0.66,-0.21,0,611.115,15.205,-15.205
Kepler-926 b,Kepler-926,Transit,2016,0,52.0688601,0.0001903,-0.0001903,0,2.31,0.57,-0.23,0,921.361,30.245,-28.413
Kepler-927 b,Kepler-927,Transit,2016,0,9.1149903,0.00003533,-0.00003533,0,1.72,0.4,-0.15,0,831.685,12.969,-12.584
Kepler-928 b,Kepler-928,Transit,2016,0,3.932461302,0.000009652,-0.000009652,0,1.59,0.31,-0.12,0,508.809,7.163,-6.97
Kepler-929 b,Kepler-929,Transit,2016,0,0.921032135,0.000003151,-0.000003151,0,1.11,0.27,-0.15,0,1311.23,35.4,-33.62
Kepler-93 b,Kepler-93,Transit,2014,0,4.72673978,0.00000097,-0.00000097,0,1.478,0.019,-0.019,0,95.9115,0.2217,-0.2206
Kepler-93 c,Kepler-93,Radial Velocity,2014,0,1460,,,-1,,,,,95.9115,0.2217,-0.2206
Kepler-930 b,Kepler-930,Transit,2016,0,71.4517775,0.0007523,-0.0007523,0,2.13,0.92,-0.42,0,848.396,11.668,-11.668
Kepler-931 b,Kepler-931,Transit,2016,0,8.03755877,0.00002315,-0.00002315,0,1.33,0.14,-0.09,0,490,53.414,-35.207
Kepler-932 b,Kepler-932,Transit,2016,0,1.921437396,0.000002123,-0.000002123,0,1.37,0.13,-0.1,0,465.612,4.203,-4.129
Kepler-933 b,Kepler-933,Transit,2016,0,14.20443009,0.00006185,-0.00006185,0,2.46,0.23,-0.16,0,1017.2,29.37,-27.787
Kepler-934 b,Kepler-934,Transit,2016,0,55.6738309,0.0002829,-0.0002829,0,2.09,0.15,-0.11,0,608.738,8.995,-8.741
Kepler-935 b,Kepler-935,Transit,2016,0,4.88083852,0.00001481,-0.00001481,0,1.35,0.08,-0.07,0,471.782,4.085,-4.085
Kepler-936 b,Kepler-936,Transit,2016,0,10.56134221,0.00004545,-0.00004545,0,1.45,0.2,-0.1,0,823.399,,
Kepler-937 b,Kepler-937,Transit,2016,0,67.668827,0.0005833,-0.0005833,0,3.72,1.29,-0.48,0,1571.46,61.055,-61.055
Kepler-937 c,Kepler-937,Transit,2016,0,153.343364,0.003287,-0.003287,0,2.67,0.91,-0.39,0,1571.46,61.055,-61.055
Kepler-938 b,Kepler-938,Transit,2016,0,52.6298417,0.0002898,-0.0002898,0,2.22,0.25,-0.16,0,1182.05,,
Kepler-939 b,Kepler-939,Transit,2016,0,14.878296,0.0001256,-0.0001256,0,1.75,0.31,-0.2,0,2093.62,147.37,-147.37
Kepler-94 b,Kepler-94,Transit,2014,0,2.50806,,,0,3.51,0.15,-0.15,0,191.904,0.821,-0.814
Kepler-94 c,Kepler-94,Radial Velocity,2014,0,820.3,3,-3,0,12.5,,,0,191.904,0.821,-0.814
Kepler-940 b,Kepler-940,Transit,2016,0,59.6225257,0.0003015,-0.0003015,0,3.34,0.71,-0.31,0,1260.78,59.01,-59.01
Kepler-941 b,Kepler-941,Transit,2016,0,17.42395198,0.000083,-0.000083,0,3.08,0.35,-0.61,0,1088.36,38.345,-38.345
Kepler-942 b,Kepler-942,Transit,2016,0,44.96417488,0.00006962,-0.00006962,0,2.13,0.23,-0.08,0,216.354,0.653,-0.649
Kepler-943 b,Kepler-943,Transit,2016,0,49.7701438,0.0001172,-0.0001172,0,5.93,0.79,-0.53,0,2300.53,170.09,-148.69
Kepler-944 b,Kepler-944,Transit,2016,0,43.3167737,0.0002351,-0.0002351,0,2.63,0.27,-0.21,0,1349.43,56.125,-56.125
Kepler-945 b,Kepler-945,Transit,2016,0,31.0033814,0.0002081,-0.0002081,0,2.63,0.47,-0.25,0,1651.25,103.11,-91.87
Kepler-946 b,Kepler-946,Transit,2016,0,11.79162572,0.00005506,-0.00005506,0,1.93,0.32,-0.2,0,1137.29,29.83,-28.37
Kepler-947 b,Kepler-947,Transit,2016,0,26.9644317,0.000157,-0.000157,0,2.28,0.23,-0.23,0,1730.78,99.26,-89.22
Kepler-948 b,Kepler-948,Transit,2016,0,7.76846622,0.00004201,-0.00004201,0,1.85,0.32,-0.41,0,868.017,15.0325,-15.0325
Kepler-949 b,Kepler-949,Transit,2016,0,8.689307296,0.000009632,-0.000009632,0,2.91,0.36,-0.23,0,486.105,5.387,-5.387
Kepler-949 c,Kepler-949,Transit,2023,0,20.99757968,0.00003334,-0.00003334,0,2.97,0.61,-0.43,0,486.105,5.387,-5.387
Kepler-95 b,Kepler-95,Transit,2014,0,11.5231,,,0,3.42,0.09,-0.09,0,445.656,5.783,-5.64
Kepler-950 b,Kepler-950,Transit,2016,0,98.7180406,0.0001748,-0.0001748,0,8.98,1.56,-0.83,0,2161.6,199.49,-169.19
Kepler-951 b,Kepler-951,Transit,2016,0,71.52530845,0.00008419,-0.00008419,0,5.59,0.24,-0.26,0,382.509,3.467,-3.406
Kepler-952 b,Kepler-952,Transit,2016,0,130.3546919,0.0002069,-0.0002069,0,7.65,1.65,-0.75,0,1304.25,42.82,-40.23
Kepler-953 b,Kepler-953,Transit,2016,0,88.40655258,0.00008306,-0.00008306,0,4.21,0.37,-0.33,0,258.893,,
Kepler-953 c,Kepler-953,Transit,2016,0,9.10967112,0.00002528,-0.00002528,0,1.19,0.11,-0.09,0,258.893,,
Kepler-954 b,Kepler-954,Transit,2016,0,16.78176602,0.00001593,-0.00001593,0,2.32,0.05,-0.11,0,215.814,1.148,-1.135
Kepler-955 b,Kepler-955,Transit,2016,0,14.53244172,0.00001662,-0.00001662,0,3.13,0.27,-0.17,0,550.383,6.795,-6.635
Kepler-956 b,Kepler-956,Transit,2016,0,5.248672631,0.000003121,-0.000003121,0,3,0.78,-0.38,0,544.939,4.292,-4.226
Kepler-957 b,Kepler-957,Transit,2016,0,5.907413537,0.000005067,-0.000005067,0,5.5,0.29,-0.32,0,824.688,20.222,-20.222
Kepler-958 b,Kepler-958,Transit,2016,0,9.7678805,0.0000111,-0.0000111,0,2.06,0.1,-0.08,0,449.773,2.8855,-2.8855
Kepler-959 b,Kepler-959,Transit,2016,0,14.80074836,0.00004706,-0.00004706,0,4.38,1.21,-0.87,0,807.729,14.099,-13.631
Kepler-96 b,Kepler-96,Transit,2014,0,16.2385,,,0,2.67,0.22,-0.22,0,122.881,0.404,-0.401
Kepler-960 b,Kepler-960,Transit,2016,0,3.12686223,0.000001668,-0.000001668,0,2.29,0.07,-0.25,0,284.916,1.6,-1.6
Kepler-961 b,Kepler-961,Transit,2016,0,16.87727414,0.00002872,-0.00002872,0,2.55,0.11,-0.08,0,574.314,5.816,-5.702
Kepler-962 b,Kepler-962,Transit,2016,0,12.05707239,0.00001586,-0.00001586,0,1.97,0.08,-0.08,0,411.486,2.3,-2.3
Kepler-963 b,Kepler-963,Transit,2016,0,9.97683705,0.00001568,-0.00001568,0,2.66,0.3,-0.19,0,771.494,12.801,-12.397
Kepler-963 c,Kepler-963,Transit,2024,0,0.919783,0.000003,-0.000003,0,0.6,0.2,-0.2,0,771.494,12.801,-12.397
Kepler-964 b,Kepler-964,Transit,2016,0,13.5225106,0.00002258,-0.00002258,0,2.12,0.09,-0.07,0,454.626,4.5565,-4.5565
Kepler-965 b,Kepler-965,Transit,2016,0,134.2527298,0.0005661,-0.0005661,0,3.38,0.55,-0.39,0,582.828,6.279,-6.148
Kepler-966 b,Kepler-966,Transit,2016,0,99.747622,0.0004523,-0.0004523,0,4.13,1.17,-0.58,0,1027.8,21.01,-20.19
Kepler-967 b,Kepler-967,Transit,2016,0,13.22713379,0.00002209,-0.00002209,0,2.35,0.08,-0.1,0,568.546,,
Kepler-967 c,Kepler-967,Transit,2016,0,198.7112502,0.0006558,-0.0006558,0,3.65,0.15,-0.13,0,568.546,,
Kepler-968 b,Kepler-968,Transit,2016,0,3.692983728,0.000003606,-0.000003606,0,2,0.08,-0.08,0,290.324,1.448,-1.435
Kepler-968 c,Kepler-968,Transit,2016,0,5.709404918,0.000009542,-0.000009542,0,1.69,0.08,-0.07,0,290.324,1.448,-1.435
Kepler-969 b,Kepler-969,Transit,2016,0,34.1731714,0.00007358,-0.00007358,0,2.07,0.05,-0.05,0,390.354,2.572,-2.572
Kepler-969 c,Kepler-969,Transit,2016,0,1.682934604,0.000002933,-0.000002933,0,0.99,0.02,-0.05,0,390.354,2.572,-2.572
Kepler-97 b,Kepler-97,Transit,2014,0,2.58664,,,0,1.48,0.13,-0.13,0,400.907,3.552,-3.491
Kepler-97 c,Kepler-97,Radial Velocity,2014,0,789,,,-1,,,,,400.907,3.552,-3.491
Kepler-970 b,Kepler-970,Transit,2016,0,16.736525,0.00002,-0.00002,0,2.609,0.265,-0.203,0,331.545,2.4355,-2.4355
Kepler-971 b,Kepler-971,Transit,2016,0,9.59070716,0.0000232,-0.0000232,0,2.13,0.22,-0.24,0,338.522,6.764,-6.509
Kepler-972 b,Kepler-972,Transit,2016,0,7.03932553,0.00001608,-0.00001608,0,4.65,1.52,-1.1,0,1198.03,37.3,-35.15
Kepler-973 b,Kepler-973,Transit,2016,0,49.6077331,0.0001208,-0.0001208,0,1.96,0.08,-0.07,0,328.52,4.72,-4.591
Kepler-974 b,Kepler-974,Transit,2016,0,4.194496514,0.000005031,-0.000005031,0,1.57,0.06,-0.29,0,134.311,0.447,-0.444
Kepler-975 b,Kepler-975,Transit,2016,0,1.970342457,0.000002357,-0.000002357,0,1.48,0.06,-0.09,0,426.088,3.564,-3.564
Kepler-975 c,Kepler-975,Transit,2023,0,5.05821338,0.000004738,-0.000004738,0,10.69,6.94,-6.3,0,426.088,3.564,-3.564
Kepler-976 b,Kepler-976,Transit,2016,0,105.9564148,0.0004626,-0.0004626,0,3.96,0.29,-0.2,0,1012.41,34.57,-32.399
Kepler-977 b,Kepler-977,Transit,2016,0,26.85328322,0.00006393,-0.00006393,0,2.62,0.17,-0.17,0,568.751,6.412,-6.412
Kepler-978 b,Kepler-978,Transit,2016,0,49.6221509,0.000171,-0.000171,0,2.99,0.67,-0.57,0,682.522,,
Kepler-979 b,Kepler-979,Transit,2016,0,8.0880135,0.00001135,-0.00001135,0,2.72,0.42,-0.23,0,576.503,7.0565,-7.0565
Kepler-98 b,Kepler-98,Transit,2014,0,1.54168,,,0,1.99,0.22,-0.22,0,350.315,2.978,-2.929
Kepler-980 b,Kepler-980,Transit,2016,0,11.55102504,0.00002754,-0.00002754,0,2.67,0.23,-0.45,0,961.468,16.671,-16.671
Kepler-981 b,Kepler-981,Transit,2016,0,4.469757736,0.000005863,-0.000005863,0,2.31,0.3,-0.18,0,878.082,14.1885,-14.1885
Kepler-982 b,Kepler-982,Transit,2016,0,15.7738221,0.00004115,-0.00004115,0,2.25,0.47,-0.27,0,801.479,15.332,-14.778
Kepler-983 b,Kepler-983,Transit,2016,0,60.0855082,0.0002611,-0.0002611,0,2.36,0.07,-0.18,0,714.437,,
Kepler-984 b,Kepler-984,Transit,2016,0,43.0342272,0.0001479,-0.0001479,0,2.12,0.13,-0.11,0,460.188,3.22,-3.176
Kepler-985 b,Kepler-985,Transit,2016,0,116.331901,0.001381,-0.001381,0,2.98,0.14,-0.15,0,679.361,9.344,-9.097
Kepler-986 b,Kepler-986,Transit,2016,0,56.4349938,0.0001446,-0.0001446,0,2.36,0.29,-0.19,0,548.364,5.8855,-5.8855
Kepler-987 b,Kepler-987,Transit,2016,0,105.3033148,0.0004783,-0.0004783,0,3.26,0.16,-0.12,0,914.126,17.001,-16.401
Kepler-988 b,Kepler-988,Transit,2016,0,17.76080053,0.00002728,-0.00002728,0,2.07,0.47,-0.16,0,304.889,2.6495,-2.6495
